FactTable
1, B, X, p1, b, 40, -33, 1800, 24
4970, B, Y, psi, a, 45, -55, 2000, 104
4971, C, Y, p2, w, 19, -33, 700, 44
4972, B, Y, p2, w, 26, 33, 1000, 20
4973, B, Y, p2, a, 3, 99, 1500, 12
4974, A, Y, p1, a, 44, -44, 800, 98
4975, A, Y, lri, w, 14, 55, 800, 40
4976, C, Y, psi, a, 29, 99, 1200, 51
4977, C, X, p2, w, 41, 44, 1100, 19
4978, A, Y, psi, l, 27, 88, 1700, 180
4979, C, X, p2, w, 33, 0, 100, 14
4980, C, Y, p3, w, 6, 99, 2000, 40
4981, A, Y, p2, a, 43, -55, 1300, 90
4982, B, X, p3, b, 8, 66, 1400, 49
4983, A, X, psi, w, 16, -44, 1600, 112
4984, A, X, p2, a, 5, 33, 1100, 32
4985, A, Y, p3, a, 36, 33, 100, 162
4986, B, X, p3, b, 16, 55, 1700, 44
4987, A, Y, p2, b, 14, 110, 2000, 20
4988, C, X, lri, b, 20, -33, 1200, 13
4989, B, X, psi, a, 44, 22, 1700, 12
4990, C, X, p3, b, 34, 110, 1400, 45
4991, B, X, lri, a, 12, 88, 1400, 21
4992, C, Y, psi, w, 16, 77, 1700, 50
4993, B, X, p3, b, 45, -11, 1000, 80
4994, C, Y, p2, w, 23, 99, 200, 52
4995, B, Y, lri, b, 9, -22, 1100, 60
4996, B, Y, p1, w, 27, 44, 1200, 60
4997, B, Y, lri, l, 7, 99, 700, 72
4998, C, X, p2, l, 8, 99, 1100, 133
4999, B, X, psi, l, 33, 22, 1400, 84
5000, A, X, p1, b, 39, 66, 1800, 32
5001, B, X, lri, l, 11, 55, 500, 72
5002, B, Y, p3, w, 13, 11, 100, 130
5003, B, X, p1, a, 47, 110, 600, 88
5004, A, X, p3, b, 18, 44, 600, 56
5005, B, Y, psi, w, 31, -44, 1600, 75
5006, B, X, p1, l, 29, 0, 800, 6
5007, A, X, lri, b, 36, -11, 1600, 117
5008, B, X, psi, b, 30, -33, 900, 30
5009, B, Y, psi, l, 17, 44, 100, 126
5010, C, Y, lri, l, 23, 99, 1900, 12
5011, B, Y, p2, a, 16, -55, 500, 80
5012, C, Y, p1, w, 27, 66, 1100, 80
5013, A, X, psi, b, 13, 33, 1600, 36
5014, C, X, psi, w, 19, 22, 900, 56
5015, A, Y, lri, b, 49, 99, 1900, 120
5016, C, X, p2, a, 12, 33, 100, 24
5017, C, Y, p3, l, 30, 0, 900, 98
5018, A, X, psi, w, 28, -44, 1100, 60
5019, C, Y, p2, l, 2, -11, 1600, 80
5020, B, X, p2, l, 32, 11, 200, 80
5021, C, Y, p3, w, 48, 11, 200, 136
5022, B, Y, p2, a, 28, 110, 1700, 57
5023, A, Y, p2, w, 3, 88, 900, 45
5024, B, X, p3, a, 35, 11, 800, 50
5025, B, Y, p2, a, 2, 77, 100, 16
5026, B, X, lri, l, 1, 110, 1900, 126
5027, B, Y, p1, b, 12, 110, 1700, 56
5028, A, Y, lri, l, 42, -44, 200, 51
5029, C, Y, p1, w, 33, 99, 100, 15
5030, B, X, lri, l, 21, 55, 1300, 144
5031, C, X, psi, b, 19, 110, 500, 10
5032, A, X, psi, w, 12, -55, 1800, 18
5033, A, X, lri, w, 39, 55, 1800, 99
5034, B, Y, lri, w, 6, 66, 1800, 24
5035, B, X, p1, w, 17, 11, 1400, 17
5036, A, X, p2, b, 50, -33, 1200, 54
5037, C, Y, lri, l, 20, 99, 600, 40
5038, A, Y, lri, a, 9, 66, 400, 84
5039, C, Y, psi, b, 34, 99, 1800, 75
5040, B, X, psi, b, 44, -11, 1100, 13
5041, A, Y, p3, w, 11, 33, 500, 45
5042, C, Y, p1, a, 7, 110, 600, 33
5043, C, X, p2, b, 37, 0, 1500, 90
5044, A, Y, lri, l, 14, 22, 1200, 162
5045, A, Y, p3, l, 38, -11, 200, 40
5046, C, Y, lri, w, 47, 66, 2000, 120
5047, B, Y, lri, a, 11, 22, 500, 144
5048, A, X, p3, a, 26, 66, 200, 126
5049, C, X, psi, b, 38, 22, 300, 70
5050, B, X, p3, a, 22, 77, 700, 64
5051, C, Y, psi, a, 36, -11, 1100, 171
5052, B, X, p1, a, 49, 0, 200, 81
5053, C, X, psi, l, 11, 77, 500, 63
5054, C, X, p2, w, 24, 99, 1900, 72
5055, B, X, psi, l, 12, 110, 1300, 90
5056, B, X, p1, l, 48, -22, 1000, 39
5057, A, X, p3, a, 7, 99, 900, 40
5058, A, X, p1, a, 16, -33, 1800, 63
5059, B, X, p1, b, 14, 33, 500, 50
5060, C, Y, lri, a, 46, 99, 300, 49
5061, A, X, lri, w, 7, 0, 100, 95
5062, C, Y, lri, a, 7, 11, 800, 70
5063, A, Y, p2, b, 26, -55, 1500, 70
5064, B, Y, p2, a, 8, 33, 1600, 105
5065, B, Y, p1, w, 10, 0, 1000, 14
5066, B, X, psi, l, 30, -33, 1200, 54
5067, C, X, psi, l, 27, 110, 300, 60
5068, A, Y, p1, b, 23, 0, 1500, 15
5069, A, Y, p1, a, 13, 22, 1900, 35
5070, A, Y, p1, a, 38, 55, 100, 42
5071, B, X, lri, b, 28, 66, 1300, 63
5072, C, Y, p2, a, 48, 22, 100, 30
5073, C, Y, p2, b, 38, 22, 1800, 90
5074, B, Y, lri, b, 35, 11, 1900, 162
5075, B, Y, p1, a, 38, 88, 1100, 30
5076, B, Y, psi, b, 48, -22, 900, 72
5077, C, Y, psi, w, 30, 22, 900, 65
5078, C, Y, psi, b, 49, -44, 400, 96
5079, A, X, psi, b, 19, -11, 1400, 55
5080, A, Y, p2, l, 47, 110, 1900, 27
5081, B, X, lri, a, 47, 44, 900, 78
5082, B, Y, p3, l, 50, 55, 300, 30
5083, A, X, psi, w, 28, 88, 1900, 48
5084, A, X, p1, a, 17, -55, 1800, 9
5085, C, Y, p1, w, 25, -22, 1000, 75
5086, A, Y, p2, a, 35, 77, 900, 60
5087, A, Y, psi, b, 36, 44, 700, 114
5088, C, X, p3, l, 49, 55, 1300, 102
5089, A, X, psi, l, 8, 33, 400, 36
5090, A, X, lri, a, 19, 22, 800, 133
5091, C, X, lri, w, 44, 11, 1800, 48
5092, A, X, p2, l, 18, 66, 1400, 72
5093, C, X, psi, l, 7, 11, 700, 63
5094, A, Y, psi, w, 21, 88, 1100, 60
5095, B, X, p3, b, 40, 77, 1100, 14
5096, B, Y, p2, w, 35, 55, 2000, 80
5097, A, X, p3, w, 47, 0, 900, 36
5098, A, X, psi, a, 19, 55, 1900, 100
5099, A, Y, lri, b, 19, 77, 800, 72
5100, B, Y, lri, a, 4, 44, 1800, 18
5101, A, Y, p3, w, 35, -11, 600, 72
5102, A, Y, p2, b, 32, -44, 100, 112
5103, B, X, p2, a, 35, -22, 1900, 14
5104, B, Y, lri, w, 32, -55, 800, 160
5105, A, Y, p2, a, 18, 22, 1300, 8
5106, C, X, p1, w, 50, 88, 400, 13
5107, B, Y, p2, l, 6, 110, 700, 80
5108, B, X, p3, b, 19, -22, 700, 10
5109, A, Y, lri, b, 42, 11, 300, 153
5110, B, X, p2, a, 25, 66, 500, 30
5111, C, X, p3, w, 35, 22, 1800, 119
5112, A, X, lri, l, 28, 55, 1100, 45
5113, A, X, lri, l, 31, -55, 2000, 150
5114, B, X, lri, w, 31, 44, 500, 26
5115, B, Y, p2, a, 20, 0, 100, 85
5116, C, X, psi, l, 20, -33, 1800, 98
5117, A, Y, p1, a, 19, 44, 200, 66
5118, B, Y, p1, a, 16, -44, 900, 30
5119, B, Y, p2, b, 23, 33, 1800, 120
5120, B, Y, p2, l, 10, -11, 1500, 66
5121, B, Y, lri, w, 35, 0, 1800, 84
5122, C, Y, lri, w, 38, -11, 500, 42
5123, C, X, p2, w, 21, 44, 700, 180
5124, C, Y, psi, w, 16, 55, 1500, 84
5125, A, Y, psi, w, 16, -33, 1300, 32
5126, C, X, lri, b, 35, -44, 2000, 99
5127, B, X, p3, b, 13, 88, 1600, 150
5128, C, Y, p2, w, 42, 110, 1400, 70
5129, B, Y, p2, w, 44, 44, 500, 90
5130, C, Y, psi, b, 45, 44, 1200, 64
5131, A, X, p3, a, 41, 99, 300, 28
5132, A, X, lri, a, 44, 44, 1000, 133
5133, B, Y, p2, l, 12, 44, 1900, 75
5134, B, Y, p2, b, 25, 0, 900, 55
5135, B, X, p1, w, 31, 11, 1500, 17
5136, A, X, p1, w, 15, 66, 1500, 70
5137, C, Y, lri, a, 20, 44, 900, 8
5138, B, Y, p1, a, 18, 99, 1800, 63
5139, C, Y, psi, a, 11, 99, 200, 120
5140, C, Y, lri, l, 14, 66, 1800, 90
5141, C, X, p1, l, 35, -22, 200, 96
5142, A, Y, p2, b, 18, 77, 100, 76
5143, C, X, p1, w, 2, 44, 1800, 144
5144, A, Y, lri, l, 2, -22, 500, 24
5145, C, X, p2, l, 12, 0, 1200, 16
5146, B, X, p3, a, 19, 11, 1000, 104
5147, C, Y, p3, b, 35, 77, 200, 190
5148, A, X, p1, w, 43, 11, 800, 72
5149, A, Y, p1, a, 17, -33, 700, 7
5150, B, X, psi, w, 38, 99, 600, 45
5151, A, X, lri, l, 50, 77, 1200, 55
5152, A, Y, p2, b, 12, 11, 600, 112
5153, C, X, p2, w, 36, 55, 1500, 72
5154, A, Y, p3, w, 22, 88, 400, 98
5155, C, X, p2, l, 27, 22, 1300, 7
5156, B, Y, p3, a, 44, -11, 1600, 128
5157, A, Y, lri, l, 48, -55, 500, 112
5158, A, X, p1, l, 43, -44, 2000, 60
5159, B, X, p3, l, 23, 99, 300, 114
5160, B, Y, p3, a, 9, 0, 1300, 108
5161, A, Y, p3, l, 6, 110, 1300, 49
5162, C, Y, psi, w, 37, 99, 700, 54
5163, C, Y, p3, l, 17, 44, 200, 70
5164, C, X, psi, l, 25, -33, 1000, 36
5165, B, Y, p2, b, 23, -33, 2000, 90
5166, C, X, p1, a, 16, 77, 1000, 63
5167, C, X, p1, b, 48, 99, 1100, 40
5168, A, X, p3, w, 42, 66, 1100, 76
5169, C, Y, p3, l, 47, -33, 1800, 48
5170, A, X, psi, a, 17, 0, 700, 27
5171, B, Y, psi, w, 12, 44, 1200, 54
5172, A, X, p2, b, 50, 0, 400, 45
5173, B, Y, p1, l, 50, 77, 1700, 36
5174, A, Y, psi, w, 50, 0, 600, 152
5175, C, Y, p2, b, 2, 33, 1700, 70
5176, C, Y, p2, b, 9, -44, 1400, 40
5177, A, X, p1, w, 35, 22, 1000, 170
5178, B, X, p3, b, 44, 11, 1100, 36
5179, B, Y, p1, w, 33, -22, 700, 60
5180, C, X, p3, w, 1, 22, 600, 24
5181, A, Y, p1, a, 6, 33, 1300, 51
5182, C, X, p2, l, 7, 33, 600, 102
5183, A, X, p3, l, 44, -22, 400, 19
5184, B, X, p3, a, 37, 66, 700, 48
5185, C, X, psi, l, 24, -44, 200, 8
5186, C, X, lri, b, 10, 11, 900, 24
5187, C, X, p1, w, 31, 99, 800, 60
5188, B, Y, p2, b, 32, -22, 1900, 102
5189, B, Y, psi, a, 40, 11, 1600, 48
5190, B, X, psi, w, 4, 33, 300, 35
5191, C, Y, p1, b, 18, 66, 1000, 162
5192, A, X, p2, l, 15, -44, 1500, 112
5193, A, Y, p1, a, 13, 77, 1500, 120
5194, B, Y, p3, b, 11, 66, 1700, 26
5195, C, X, lri, b, 41, -22, 1700, 78
5196, C, X, p3, b, 19, 33, 2000, 112
5197, A, Y, psi, b, 21, 88, 1100, 7
5198, C, X, p2, a, 8, -44, 1000, 32
5199, A, X, lri, b, 32, -22, 300, 63
5200, C, X, psi, w, 37, 99, 700, 60
5201, A, X, p3, b, 31, -11, 2000, 90
5202, A, Y, lri, a, 28, 44, 1500, 44
5203, A, Y, psi, b, 17, 66, 1400, 9
5204, B, X, p2, l, 9, 11, 1000, 117
5205, C, X, p2, w, 48, 77, 1700, 16
5206, C, X, lri, b, 7, 55, 1000, 36
5207, A, X, p2, b, 46, 110, 2000, 48
5208, B, X, p1, l, 43, 66, 1300, 130
5209, A, Y, p1, w, 50, 22, 2000, 51
5210, A, Y, psi, w, 21, 110, 100, 42
5211, C, Y, p2, w, 44, -55, 2000, 68
5212, A, X, p1, w, 10, 0, 1500, 19
5213, B, X, lri, l, 10, 110, 700, 24
5214, B, X, p2, w, 5, 99, 300, 120
5215, C, X, p1, l, 12, -55, 700, 70
5216, C, X, p1, w, 37, 11, 1600, 190
5217, C, Y, psi, a, 3, 110, 1300, 72
5218, A, Y, p1, w, 10, -11, 1100, 18
5219, B, X, p2, a, 40, 77, 900, 26
5220, C, Y, psi, l, 30, 11, 1500, 56
5221, A, X, psi, b, 11, 44, 800, 88
5222, C, X, p1, b, 1, 11, 700, 49
5223, B, Y, p3, w, 35, 110, 900, 150
5224, C, Y, p1, b, 47, 11, 1600, 42
5225, B, Y, p3, a, 5, 11, 900, 102
5226, A, Y, p3, a, 6, 55, 700, 12
5227, A, Y, p1, a, 44, -44, 1500, 36
5228, C, X, p1, a, 38, 22, 300, 64
5229, B, Y, p2, l, 27, 77, 1600, 48
5230, A, Y, lri, w, 3, 33, 1100, 34
5231, C, Y, p1, w, 2, 66, 1200, 27
5232, A, Y, lri, l, 42, -22, 1900, 32
5233, B, Y, lri, b, 7, -55, 1000, 40
5234, B, Y, lri, b, 10, 88, 600, 108
5235, B, X, p1, w, 49, 55, 600, 90
5236, C, Y, p3, l, 50, 66, 500, 84
5237, A, Y, psi, l, 31, 66, 1300, 60
5238, C, Y, psi, a, 10, 22, 200, 135
5239, B, Y, p1, w, 39, 33, 1700, 54
5240, B, Y, p2, b, 6, 44, 200, 66
5241, C, Y, lri, a, 38, -55, 700, 15
5242, C, Y, p3, a, 48, 55, 1200, 42
5243, A, X, p3, w, 11, -33, 1500, 72
5244, B, Y, psi, b, 15, 88, 1200, 81
5245, C, X, p1, a, 32, -55, 1800, 11
5246, A, Y, psi, w, 8, -22, 1900, 48
5247, B, Y, p3, w, 32, 22, 1300, 72
5248, C, Y, p1, l, 48, 66, 1100, 60
5249, A, X, p1, a, 40, 77, 2000, 140
5250, B, Y, lri, b, 45, -55, 1800, 78
5251, B, Y, p1, a, 10, 11, 1400, 133
5252, C, Y, p3, a, 39, -44, 1700, 78
5253, C, X, p1, w, 20, -22, 1600, 84
5254, A, Y, psi, a, 32, -33, 200, 85
5255, C, Y, p1, l, 1, 33, 100, 14
5256, B, X, p1, w, 42, 0, 700, 110
5257, C, Y, p1, a, 44, -33, 1300, 60
5258, C, X, lri, w, 26, 22, 1600, 150
5259, B, Y, p2, w, 45, 44, 1000, 36
5260, C, X, p2, a, 36, -44, 1900, 91
5261, B, X, lri, b, 39, -44, 200, 48
5262, C, Y, p3, b, 19, 0, 900, 57
5263, C, X, p3, l, 28, -55, 1900, 24
5264, A, Y, psi, w, 6, -11, 1900, 55
5265, B, Y, p3, b, 10, 0, 600, 119
5266, C, X, p3, b, 1, 99, 600, 42
5267, B, X, p3, a, 33, 22, 1300, 70
5268, B, X, lri, a, 31, 110, 700, 16
5269, A, Y, p2, a, 10, 11, 1000, 38
5270, B, Y, psi, w, 16, 88, 1000, 28
5271, C, Y, p2, l, 44, 22, 1700, 14
5272, C, Y, psi, a, 32, -33, 100, 60
5273, B, Y, psi, a, 23, 55, 100, 15
5274, C, Y, p2, l, 15, 11, 1700, 18
5275, B, X, p1, w, 31, 44, 1600, 28
5276, A, X, p3, b, 11, 66, 1000, 102
5277, C, X, p1, a, 29, 66, 1300, 12
5278, A, X, p3, a, 41, 55, 900, 30
5279, C, X, lri, b, 25, -11, 500, 18
5280, B, X, p3, a, 7, -44, 300, 105
5281, A, X, lri, w, 41, -22, 1800, 56
5282, B, X, psi, w, 24, -22, 1600, 30
5283, B, Y, p2, l, 1, -44, 600, 136
5284, A, X, p1, w, 22, 11, 2000, 117
5285, B, Y, p3, w, 2, 11, 700, 85
5286, B, X, p2, w, 22, -22, 1200, 128
5287, A, X, lri, l, 5, 0, 1000, 108
5288, B, X, p3, l, 29, 0, 1300, 75
5289, B, Y, p1, b, 23, -11, 2000, 75
5290, B, X, lri, w, 18, 44, 300, 171
5291, C, X, p3, l, 28, 99, 1100, 84
5292, B, X, psi, w, 9, -22, 1700, 36
5293, C, Y, p1, a, 46, 77, 200, 28
5294, A, X, lri, b, 16, -44, 1000, 52
5295, B, Y, p1, w, 7, 11, 1900, 68
5296, C, Y, p1, l, 14, 44, 1000, 10
5297, C, Y, psi, b, 37, 0, 1800, 104
5298, B, X, p1, w, 2, -33, 1500, 57
5299, A, Y, p2, b, 40, 77, 1200, 70
5300, C, X, p3, w, 26, 88, 1300, 160
5301, A, Y, psi, b, 43, 44, 1400, 15
5302, A, X, psi, a, 30, -11, 1800, 36
5303, C, X, lri, a, 21, -33, 700, 36
5304, A, Y, lri, a, 8, 88, 1400, 108
5305, B, Y, p1, a, 5, 110, 1200, 42
5306, C, Y, p1, a, 21, 33, 2000, 72
5307, C, X, p1, w, 37, 44, 2000, 10
5308, C, Y, p2, a, 46, 88, 1000, 24
5309, C, Y, lri, b, 22, -11, 1200, 35
5310, C, Y, p1, w, 5, 99, 2000, 32
5311, C, X, p1, b, 25, 0, 1600, 90
5312, A, X, p1, l, 38, -11, 1900, 30
5313, C, Y, psi, b, 28, 66, 1000, 54
5314, B, Y, p1, w, 18, 44, 500, 162
5315, A, X, p2, w, 26, 33, 500, 45
5316, B, X, p3, w, 38, -44, 400, 68
5317, B, X, lri, b, 15, 11, 300, 34
5318, C, Y, p1, a, 14, 33, 600, 114
5319, A, X, psi, a, 1, 22, 800, 80
5320, A, Y, p1, a, 27, -55, 1000, 128
5321, A, X, p2, a, 21, -33, 700, 84
5322, A, Y, p1, b, 48, 11, 900, 56
5323, B, Y, p1, l, 31, 55, 500, 68
5324, A, Y, p1, w, 28, 110, 1900, 55
5325, A, X, p1, b, 41, -44, 1100, 90
5326, B, X, p2, a, 13, 11, 1400, 32
5327, C, X, p1, a, 5, 22, 100, 180
5328, C, X, p3, l, 24, 66, 600, 30
5329, C, Y, p1, a, 4, 88, 1000, 42
5330, C, X, p2, b, 5, 0, 900, 17
5331, C, Y, psi, a, 17, -33, 800, 108
5332, B, Y, p2, b, 49, -44, 2000, 24
5333, C, Y, p2, a, 46, 88, 1600, 54
5334, C, X, p3, w, 5, 0, 1200, 24
5335, B, X, lri, b, 11, -44, 2000, 54
5336, C, Y, p2, b, 28, 0, 1000, 12
5337, B, X, p3, l, 23, 66, 1600, 60
5338, A, Y, p1, b, 23, -33, 1700, 48
5339, B, X, p2, a, 6, 77, 1400, 88
5340, C, Y, p2, w, 48, 55, 1700, 19
5341, C, X, p1, b, 1, 33, 1100, 60
5342, B, Y, p1, a, 35, -33, 1500, 18
5343, A, Y, p2, l, 22, 55, 1100, 57
5344, B, X, p2, a, 27, 33, 1500, 72
5345, C, Y, p2, l, 36, 77, 1600, 70
5346, A, X, psi, a, 31, 11, 100, 126
5347, A, X, p3, b, 25, 44, 1400, 52
5348, B, X, p1, a, 17, 44, 1800, 72
5349, C, Y, p1, b, 18, -33, 1000, 48
5350, C, Y, p3, a, 27, 99, 600, 48
5351, A, X, p1, w, 44, -55, 100, 60
5352, C, X, psi, w, 9, 44, 1700, 36
5353, A, Y, lri, w, 21, 88, 800, 135
5354, C, Y, psi, b, 21, 66, 100, 90
5355, C, X, p3, b, 44, -11, 1900, 18
5356, B, X, p2, b, 7, 66, 1100, 84
5357, C, X, p3, l, 37, 33, 1000, 35
5358, C, X, psi, b, 45, 55, 1100, 19
5359, C, Y, lri, w, 41, 33, 900, 120
5360, C, X, lri, l, 37, 88, 500, 126
5361, B, X, psi, a, 13, 66, 1600, 144
5362, C, Y, p3, l, 50, 33, 200, 16
5363, C, Y, p3, a, 3, -55, 300, 65
5364, B, Y, psi, w, 33, 44, 1300, 65
5365, B, Y, p3, b, 2, -11, 1600, 45
5366, A, Y, p1, w, 23, -22, 1300, 24
5367, A, X, p1, b, 46, 66, 400, 68
5368, C, X, p2, w, 12, 77, 1400, 28
5369, A, X, p3, l, 45, 22, 1700, 90
5370, B, Y, lri, b, 17, -33, 400, 27
5371, C, Y, lri, w, 28, 88, 500, 36
5372, C, X, psi, a, 39, 66, 2000, 117
5373, C, X, p2, b, 43, -55, 1800, 144
5374, C, X, p2, l, 31, -44, 200, 54
5375, A, Y, p3, a, 19, 33, 700, 36
5376, B, X, p2, a, 50, 99, 400, 7
5377, A, Y, p2, a, 4, 88, 100, 60
5378, C, X, p3, a, 40, -44, 1700, 16
5379, B, X, p1, a, 43, -22, 100, 57
5380, C, Y, p1, l, 26, -33, 1600, 36
5381, A, X, lri, l, 25, -33, 200, 54
5382, A, Y, psi, w, 48, 44, 1100, 19
5383, B, Y, p3, w, 8, 77, 500, 30
5384, C, Y, lri, w, 17, 33, 1200, 16
5385, A, Y, p2, a, 6, 55, 1200, 28
5386, A, X, p1, w, 37, -11, 800, 114
5387, B, X, p2, l, 38, 33, 700, 16
5388, B, X, lri, b, 20, 11, 1900, 126
5389, B, Y, psi, a, 17, 66, 1000, 60
5390, B, X, psi, b, 7, -22, 1900, 136
5391, B, Y, p2, w, 3, -22, 2000, 64
5392, C, X, p2, l, 19, 33, 1700, 50
5393, C, Y, p3, b, 43, 22, 1300, 76
5394, B, Y, p2, a, 39, 55, 500, 8
5395, A, Y, p2, w, 38, -11, 900, 88
5396, C, Y, lri, b, 5, 99, 800, 68
5397, C, X, p1, w, 13, -33, 1400, 57
5398, B, Y, p1, w, 47, 99, 1100, 54
5399, B, X, p3, a, 21, -33, 300, 99
5400, B, X, p3, a, 48, 66, 1000, 20
5401, B, Y, psi, a, 13, -44, 1400, 152
5402, C, X, p3, a, 28, -33, 800, 60
5403, C, X, psi, l, 24, 88, 1600, 42
5404, A, X, p2, l, 3, 33, 200, 57
5405, A, X, p3, l, 3, -22, 1700, 42
5406, B, Y, lri, l, 16, 33, 1000, 44
5407, A, X, psi, l, 3, 0, 500, 117
5408, A, X, p3, w, 12, 88, 1200, 11
5409, B, Y, p1, w, 33, 55, 600, 170
5410, A, Y, p2, a, 41, 110, 2000, 108
5411, C, Y, p2, w, 38, 55, 300, 72
5412, A, X, p1, a, 17, -33, 1900, 8
5413, B, Y, psi, a, 14, -44, 2000, 153
5414, C, X, psi, w, 27, 55, 600, 14
5415, C, Y, psi, w, 31, -22, 1800, 72
5416, C, Y, psi, a, 30, -22, 1900, 136
5417, C, X, psi, b, 5, 88, 200, 91
5418, A, Y, psi, w, 31, -11, 1100, 70
5419, B, Y, psi, w, 10, 33, 2000, 40
5420, C, X, lri, w, 50, -11, 2000, 144
5421, C, Y, p1, a, 20, 33, 1700, 16
5422, A, Y, p2, b, 8, -44, 1600, 152
5423, A, X, p3, l, 11, 88, 1700, 91
5424, A, X, p1, w, 19, 77, 100, 112
5425, C, X, psi, a, 23, 77, 300, 120
5426, C, Y, lri, l, 23, -44, 600, 30
5427, B, Y, psi, l, 42, 110, 1100, 110
5428, C, Y, psi, l, 9, 110, 300, 19
5429, C, Y, p3, a, 30, 55, 1200, 90
5430, C, Y, psi, w, 48, 55, 700, 16
5431, A, X, p3, l, 13, -33, 1600, 40
5432, B, X, psi, b, 44, -55, 2000, 11
5433, C, X, lri, l, 17, -11, 1300, 133
5434, C, X, p1, w, 19, 11, 500, 60
5435, A, Y, psi, l, 19, 0, 1800, 6
5436, B, Y, lri, b, 1, -55, 1400, 27
5437, A, Y, p2, a, 20, 99, 1300, 48
5438, B, Y, lri, a, 27, 44, 700, 54
5439, C, Y, psi, l, 36, 88, 400, 26
5440, B, Y, psi, b, 48, -55, 1300, 30
5441, C, Y, lri, a, 6, 44, 1400, 80
5442, A, Y, p3, l, 37, 66, 500, 75
5443, C, Y, p1, l, 41, 22, 600, 48
5444, A, Y, lri, a, 44, 88, 1000, 56
5445, B, Y, lri, a, 37, 66, 1100, 80
5446, A, X, psi, a, 7, 0, 1800, 57
5447, A, X, p2, a, 16, -44, 1900, 10
5448, B, X, p1, w, 40, 66, 200, 20
5449, A, X, psi, w, 20, 88, 1600, 30
5450, A, Y, p2, a, 22, 33, 100, 60
5451, B, Y, p3, l, 46, -22, 1300, 19
5452, C, X, p2, b, 21, 99, 200, 70
5453, B, Y, p2, b, 46, 88, 300, 70
5454, C, Y, lri, a, 8, 11, 700, 33
5455, C, X, psi, b, 28, -55, 400, 11
5456, C, X, p1, b, 23, -33, 1800, 40
5457, A, Y, psi, l, 49, 88, 1300, 38
5458, B, Y, lri, a, 9, 99, 1300, 70
5459, C, X, p1, w, 48, 110, 200, 36
5460, C, X, p3, a, 35, -44, 1100, 24
5461, A, X, psi, b, 39, 55, 1600, 11
5462, B, Y, lri, l, 16, 33, 1300, 52
5463, B, Y, p1, b, 37, 33, 300, 91
5464, A, Y, p3, w, 31, -44, 1500, 95
5465, C, Y, psi, b, 49, -44, 600, 96
5466, A, Y, p2, b, 46, -44, 1600, 48
5467, C, Y, psi, w, 20, 22, 1800, 11
5468, C, Y, lri, l, 50, 99, 1100, 117
5469, B, Y, psi, w, 35, 88, 1500, 28
5470, A, Y, p1, a, 44, -11, 1700, 70
5471, C, X, p2, l, 42, 55, 300, 126
5472, A, Y, p3, a, 6, -44, 2000, 57
5473, A, Y, psi, w, 25, 77, 800, 65
5474, C, X, lri, l, 3, -33, 1900, 36
5475, B, Y, psi, l, 25, 77, 1600, 112
5476, A, X, psi, a, 47, 44, 1500, 39
5477, A, Y, p1, b, 31, -11, 1700, 12
5478, C, X, p3, a, 41, 22, 200, 70
5479, A, X, psi, a, 43, 99, 1100, 78
5480, C, X, p2, b, 6, -44, 1600, 136
5481, A, X, psi, b, 9, -33, 400, 119
5482, C, X, p3, l, 4, 11, 1700, 63
5483, A, X, p3, b, 13, -33, 1400, 17
5484, C, Y, p2, a, 23, 0, 1500, 170
5485, B, Y, psi, w, 42, -44, 400, 10
5486, C, X, psi, w, 48, 11, 2000, 27
5487, A, Y, psi, w, 36, -22, 500, 76
5488, A, X, p1, w, 18, 44, 1000, 85
5489, A, X, psi, a, 17, 88, 1200, 120
5490, A, Y, p3, l, 3, -22, 1500, 75
5491, B, X, p3, b, 48, 33, 400, 171
5492, B, X, p1, l, 21, 110, 400, 119
5493, C, Y, p3, a, 44, 110, 300, 28
5494, C, X, p2, a, 3, 55, 1400, 144
5495, C, X, lri, w, 13, 88, 1300, 54
5496, C, Y, p3, w, 32, 77, 1400, 32
5497, C, Y, p1, w, 27, 66, 100, 40
5498, A, X, p3, w, 36, -44, 1000, 24
5499, A, X, p3, l, 26, 110, 1300, 56
5500, C, X, p2, b, 11, 22, 1500, 91
5501, A, Y, p1, a, 41, -11, 1000, 171
5502, B, X, lri, w, 27, 77, 1700, 70
5503, A, Y, p1, w, 2, 99, 1000, 90
5504, A, X, psi, w, 35, 99, 1000, 99
5505, A, Y, p1, l, 17, 0, 600, 128
5506, B, Y, psi, b, 1, -55, 500, 36
5507, C, Y, p1, b, 36, -11, 300, 11
5508, C, X, p2, l, 32, -33, 700, 18
5509, C, Y, p2, w, 39, 44, 1200, 90
5510, B, Y, p2, l, 25, 99, 1500, 153
5511, C, X, p2, l, 30, -11, 200, 133
5512, B, Y, lri, b, 44, -22, 1600, 38
5513, A, X, p2, b, 5, 11, 1900, 7
5514, B, X, p3, a, 40, 110, 900, 35
5515, A, Y, p2, l, 18, 88, 800, 21
5516, B, X, p3, l, 29, -55, 800, 54
5517, C, X, p2, l, 49, 99, 1600, 72
5518, B, X, p1, a, 36, -11, 1700, 18
5519, B, X, p2, b, 15, -44, 1600, 81
5520, C, X, p3, b, 7, 77, 1400, 126
5521, C, X, lri, w, 8, 22, 900, 49
5522, B, Y, p1, a, 33, -33, 500, 64
5523, B, X, p1, a, 18, -55, 500, 17
5524, A, Y, p3, w, 25, -33, 1100, 117
5525, C, X, p3, l, 33, 110, 500, 64
